CourtName,Area,DayOfHearing,DayPrinted,DateDifferenceHearingToResult,ResultType,DayOfPreviousCheck,AMPMofPreviousCheck,BestPredDay,BestPredAMPM,DateDifbetweenPrintingAndLastCheck
Crawley,H,Wednesday,Friday,2,Warrant,Null,Null,Friday,AM,NotCheckedBefore
Thames,L,Wednesday,Friday,2,Result,Null,Null,Friday,AM,NotCheckedBefore
EastHertfordshire,B,Wednesday,Friday,2,Result,Null,Null,Friday,AM,NotCheckedBefore
LutonandSouthBedfordshire,B,Wednesday,Friday,2,Result,Null,Null,Friday,AM,NotCheckedBefore
LutonandSouthBedfordshire,B,Wednesday,Friday,2,Bailconditions,Null,Null,Friday,AM,NotCheckedBefore
LavenderHill,H,Wednesday,Friday,2,Adjournment,Null,Null,Friday,AM,NotCheckedBefore
Thames,L,Wednesday,Friday,2,Adjournment,Null,Null,Friday,AM,NotCheckedBefore
Guildford,H,Wednesday,Friday,2,Adjournment,Null,Null,Friday,AM,NotCheckedBefore
Folkestone,H,Wednesday,Friday,2,Adjournment,Null,Null,Friday,AM,NotCheckedBefore
Hammersmith,H,Wednesday,Friday,2,Adjournment,Null,Null,Friday,AM,NotCheckedBefore
Westminster,H,Wednesday,Monday,5,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Folkestone,H,Wednesday,Monday,5,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Canterbury,H,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Blackfriars,H,Wednesday,Monday,5,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
CityofLondon,L,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
CityofLondon,B,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
CityofLondon,B,Wednesday,Monday,5,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Guildford,H,Wednesday,Monday,5,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Blackfriars,L,Wednesday,Monday,5,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
EastBerkshire,H,Wednesday,Monday,5,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Newbury,B,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Newbury,B,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Newbury,B,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Newbury,B,Wednesday,Monday,5,Result,Null,Null,Saturday,AM,NotCheckedBefore
Guildford,H,Wednesday,Wednesday,7,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Tottenham,London,Wednesday,Friday,23,Result,Null,Null,Unknown,Unknown,NotCheckedBefore
CityofLondon,L,Wednesday,Wednesday,63,Adjournment,Null,Null,Unknown,Unknown,NotCheckedBefore
Croydon,H,Wednesday,Wednesday,63,Adjournment,Null,Null,Unknown,Unknown,NotCheckedBefore
Maidstone,H,Thursday,Wednesday,6,Bailconditions,Tuesday,AM,Monday,PM,1
Dartford,H,Thursday,Wednesday,6,Adjournment,Tuesday,AM,Monday,PM,1
Sevenoaks,H,Thursday,Wednesday,6,Result,Tuesday,AM,Monday,PM,1
Dartford,H,Thursday,Wednesday,6,Result,Tuesday,AM,Monday,PM,1
Dartford,H,Thursday,Thursday,7,Adjournment,Tuesday,AM,Monday,PM,2
Southend,B,Thursday,Tuesday,5,Result,Monday,AM,Sunday,PM,1
Aylesbury,B,Thursday,Tuesday,5,Adjournment,Monday,PM,Monday,AM,1
Croydon,H,Thursday,Tuesday,5,Bailconditions,Monday,PM,Monday,AM,1
Barkingside,L,Thursday,Friday,1,Bailconditions,Null,Null,Friday,AM,NotCheckedBefore
Westminster,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,B,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,L,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,H,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,H,Thursday,Monday,4,Warrant,Null,Null,Saturday,AM,NotCheckedBefore
Tottenham,B,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Hendon,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Hendon,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Barkingside,L,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Warrant,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Croydon,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Bournmouth,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Uxbridge,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Bournmouth,H,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Stratford,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
CityofLondon,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Stratford,B,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Snaresbrook,L,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
LavenderHill,H,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
Barkingside,B,Thursday,Monday,4,Adjournment,Null,Null,Saturday,AM,NotCheckedBefore
EastBerkshire,B,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
EastBerkshire,B,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
EastBerkshire,B,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
EastBerkshire,B,Thursday,Monday,4,Bailconditions,Null,Null,Saturday,AM,NotCheckedBefore
Reading,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Thames,L,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
MiltonKeynes,B,Thursday,Monday,4,Result,Null,Null,Saturday,AM,NotCheckedBefore
Westminster,B,Thursday,Tuesday,5,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Thursday,Tuesday,5,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Bedford,B,Thursday,Tuesday,5,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
EastDorset,H,Thursday,Tuesday,5,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Ealing,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,Monday,PM,1
Barkingside,B,Friday,Wednesday,5,Result,Tuesday,AM,Monday,PM,1
Uxbridge,L,Friday,Wednesday,5,Result,Tuesday,AM,Monday,PM,1
Uxbridge,L,Friday,Wednesday,5,Result,Tuesday,AM,Monday,PM,1
Tottenham,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,Monday,PM,1
Barkingside,L,Friday,Wednesday,5,Adjournment,Tuesday,AM,Monday,PM,1
Basildon,B,Friday,Wednesday,5,Result,Tuesday,AM,Monday,PM,1
Worthing,H,Friday,Wednesday,5,Result,Tuesday,AM,Monday,PM,1
Worthing,H,Friday,Wednesday,5,Adjournment,Tuesday,AM,Monday,PM,1
Highbury,L,Friday,Thursday,6,Result,Wednesday,AM,Tuesday,PM,1
Blackfriars,L,Friday,Thursday,27,Adjournment,Thursday,AM,Wednesday,PM,7
Snaresbrook,B,Friday,Monday,3,Adjournment,Null,Null,Monday,AM,NotCheckedBefore
Snaresbrook,B,Friday,Monday,3,Adjournment,Null,Null,Monday,AM,NotCheckedBefore
CentralCriminalCourt,H,Friday,Monday,3,Result,Null,Null,Monday,AM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Warrant,Null,Null,Monday,PM,NotCheckedBefore
Westminster,B,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Snaresbrook,B,Friday,Tuesday,4,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Hendon,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
LavenderHill,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Willesden,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Willesden,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Thames,L,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Bexley,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Lewes,H,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
LavenderHill,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Hammersmith,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Colchester,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Colchester,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Hammersmith,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Hastings,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Romford,B,Friday,Tuesday,4,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Hendon,L,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Cambridge,L,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Oxford,B,Friday,Tuesday,4,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Croydon,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Thames,L,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Hammersmith,H,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Hammersmith,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Oxford,B,Friday,Tuesday,4,Result,Null,Null,Monday,PM,NotCheckedBefore
Guildford,H,Friday,Wednesday,5,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Worthing,H,Friday,Wednesday,5,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hammersmith,L,Friday,Wednesday,5,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Guildford,H,Friday,Wednesday,5,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Westminster,L,Saturday,Tuesday,3,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Saturday,Tuesday,3,Result,Null,Null,Monday,PM,NotCheckedBefore
Westminster,H,Saturday,Tuesday,3,Adjournment,Null,Null,Monday,PM,NotCheckedBefore
Westminster,B,Saturday,Tuesday,3,Bailconditions,Null,Null,Monday,PM,NotCheckedBefore
Thames,A,Saturday,Tuesday,3,Result,Null,Null,Monday,PM,NotCheckedBefore
BrightonandHove,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Colchester,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Croydon,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Highgate,B,Monday,Thursday,3,Bailconditions,Wednesday,AM,Tuesday,PM,1
Highgate,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Guildford,H,Monday,Tuesday,8,Adjournment,Friday,AM,Thursday,PM,4
Croydon,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Croydon,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Ealing,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Tottenham,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,H,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Result,Wednesday,AM,Tuesday,PM,1
Weymouth,H,Monday,Wednesday,2,Result,Tuesday,AM,Monday,PM,1
Slough,B,Monday,Wednesday,9,Bailconditions,Tuesday,AM,Monday,PM,1
Slough,B,Monday,Wednesday,9,Bailconditions,Tuesday,AM,Monday,PM,1
Thames,B,Monday,Friday,4,Adjournment,Thursday,AM,Wednesday,PM,1
Tottenham,B,Monday,Friday,4,Adjournment,Thursday,AM,Wednesday,PM,1
Guildford,H,Monday,Friday,4,Result,Thursday,AM,Wednesday,PM,1
WoodGreen,L,Monday,Friday,4,Bailconditions,Thursday,AM,Wednesday,PM,1
WoodGreen,L,Monday,Friday,4,Bailconditions,Thursday,AM,Wednesday,PM,1
WoodGreen,L,Monday,Friday,4,Bailconditions,Thursday,AM,Wednesday,PM,1
WoodGreen,L,Monday,Friday,4,Bailconditions,Thursday,AM,Wednesday,PM,1
Blackfriars,L,Monday,Tuesday,8,Result,Thursday,AM,Wednesday,PM,5
Hammersmith,L,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,B,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Hammersmith,L,Monday,Friday,4,Result,Wednesday,AM,Tuesday,PM,2
Hammersmith,L,Monday,Friday,4,Result,Wednesday,AM,Tuesday,PM,2
Uxbridge,H,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
StAlbans,B,Monday,Thursday,3,Adjournment,Wednesday,AM,Tuesday,PM,1
Tottenham,L,Monday,Wednesday,23,Result,Thursday,PM,Unknown,Unknown,6
Croydon,H,Monday,Tuesday,1,Adjournment,Null,Null,Tuesday,AM,NotCheckedBefore
Harrow,L,Monday,Tuesday,1,Bailconditions,Null,Null,Tuesday,AM,NotCheckedBefore
Blackfriars,H,Monday,Tuesday,1,Bailconditions,Null,Null,Tuesday,AM,NotCheckedBefore
Blackfriars,B,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Croydon,H,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Croydon,H,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Blackfriars,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Blackfriars,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hendon,L,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Barkingside,B,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Guildford,H,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Hendon,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Willesden,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hammersmith,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hammersmith,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Croydon,H,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hammersmith,B,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Redhill,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Hendon,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Willesden,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Stevenage,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Norwich,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Blackfriars,B,Monday,Wednesday,2,Adjournment,Null,Null,Tuesday,PM,NotCheckedBefore
Thames,L,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Peterborough,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Reading,B,Monday,Wednesday,2,Result,Null,Null,Tuesday,PM,NotCheckedBefore
Reading,B,Monday,Friday,4,Result,Null,Null,Thursday,PM,NotCheckedBefore
Oxford,B,Monday,Tuesday,29,Adjournment,Null,Null,Unknown,Unknown,NotCheckedBefore
Worthing,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Basildon,B,Tuesday,Friday,3,Adjournment,Thursday,AM,Wednesday,PM,1
Basildon,B,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Croydon,H,Tuesday,Friday,3,Adjournment,Thursday,AM,Wednesday,PM,1
Barkingside,B,Tuesday,Friday,3,Bailconditions,Thursday,AM,Wednesday,PM,1
Croydon,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Croydon,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Medway,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Dartford,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Medway,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Canterbury,H,Tuesday,Friday,3,Result,Thursday,AM,Wednesday,PM,1
Bromley,H,Tuesday,Thursday,2,Adjournment,Null,Null,Wednesday,PM,NotCheckedBefore
Hammersmith,B,Tuesday,Thursday,2,Adjournment,Null,Null,Wednesday,PM,NotCheckedBefore
Ealing,B,Tuesday,Thursday,2,Adjournment,Null,Null,Wednesday,PM,NotCheckedBefore
Hammersmith,L,Tuesday,Thursday,2,Bailconditions,Null,Null,Wednesday,PM,NotCheckedBefore
Bexley,H,Tuesday,Thursday,2,Bailconditions,Null,Null,Wednesday,PM,NotCheckedBefore
Horsham,H,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Hammersmith,B,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Thames,B,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Croydon,H,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Barkingside,L,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Croydon,H,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Ealing,B,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Bedford,B,Tuesday,Thursday,2,Adjournment,Null,Null,Wednesday,PM,NotCheckedBefore
StAlbans,B,Tuesday,Thursday,2,Bailconditions,Null,Null,Wednesday,PM,NotCheckedBefore
Isleworth,L,Tuesday,Thursday,2,Adjournment,Null,Null,Wednesday,PM,NotCheckedBefore
Isleworth,L,Tuesday,Thursday,2,Bailconditions,Null,Null,Wednesday,PM,NotCheckedBefore
Isleworth,L,Tuesday,Thursday,2,Bailconditions,Null,Null,Wednesday,PM,NotCheckedBefore
Staines,H,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Bedford,B,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Bedford,B,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Staines,H,Tuesday,Thursday,2,Result,Null,Null,Wednesday,PM,NotCheckedBefore
Basildon,B,Tuesday,Friday,3,Warrant,Null,Null,Thursday,PM,NotCheckedBefore
Cambridge,B,Tuesday,Friday,3,Result,Null,Null,Thursday,PM,NotCheckedBefore
BrightonandHove,H,Wednesday,Tuesday,6,Bailconditions,Monday,AM,Sunday,PM,1
Southampton,H,Wednesday,Friday,37,Result,Thursday,AM,Wednesday,PM,1
Chelmsford,L,Wednesday,Monday,5,Warrant,Friday,AM,Wednesday,AM,3
Tottenham,L,Wednesday,Monday,5,Result,Friday,AM,Wednesday,AM,3
Snaresbrook,L,Wednesday,Thursday,1,Bailconditions,Null,Null,Thursday,AM,NotCheckedBefore
Blackfriars,L,Wednesday,Thursday,1,Bailconditions,Null,Null,Thursday,AM,NotCheckedBefore
